
[1mRooFit v3.60 -- Developed by Wouter Verkerke and David Kirkby[0m 
                Copyright (C) 2000-2013 NIKHEF, University of California & Stanford University
                All rights reserved, please read http://roofit.sourceforge.net/license.txt

XXXXXXXXXXXXX myntuples/Sep03_v2/VBF125.root XXXXXXXXXXXX
 Lumi/Pileup Reweighting: Computed Weights per In-Time Nint 
[#1] INFO:ObjectHandling -- RooWorkspace::CodeRepo::compileClasses() reusing code export directory .wscode.3bbc3dd4-f91e-11e6-9717-46a8a983beef.w to extract coded embedded in workspace
[#1] INFO:ObjectHandling -- RooWorkspace::CodeRepo::compileClasses() Compiling code unit CrystalBallEfficiency to define class CrystalBallEfficiency
[#1] INFO:ObjectHandling -- RooWorkspace::CodeRepo::compileClasses() Embedded class CrystalBallEfficiency already in ROOT class table, skipping
-------------- nominal --------------
jpt_1
jpt_2
mjj
njets
met
metphi
m_sv
pt_sv
ME_sm_VBF
ME_sm_ggH
ME_bkg
-------------- used branches --------------

2
  Processed events:        0 of    15187 883.6895751953	883.5331154017	1.0001770842
1089.6043701172	1088.4125150581	1.0010950398
138.2431335449	133.4189549065	1.0361581204
962.9538574219	961.8681207625	1.0011287791
-10000.0000000000	nan	nan
93.2850494385	92.8666366512	1.0045055232
-10000.0000000000	nan	nan
1295.1373291016	1294.1230708580	1.0007837417
240.0749359131	239.6004389656	1.0019803676
340.6592712402	339.6950087964	1.0028386123
349.6541748047	349.2425389514	1.0011786532
963.1725463867	962.0540030005	1.0011626617
1562.8790283203	1562.6614238075	1.0001392525
-10000.0000000000	nan	nan
198.0235900879	188.1879449815	1.0522650115
47.1793479919	41.6186859313	1.1336097461
-10000.0000000000	nan	nan
53.0260162354	45.2980759573	1.1706019542
922.9652099609	922.5954724643	1.0004007580
-10000.0000000000	nan	nan
960.6632080078	960.3722000705	1.0003030158
208.1872711182	207.4361599298	1.0036209270
151.5272369385	148.7985360084	1.0183382243
1427.0823974609	1426.5169575079	1.0003963780
551.8621215820	551.2381652476	1.0011319179
671.4088745117	669.8011881094	1.0024002442
53.5398826599	48.8559610222	1.0958720602
976.8832397461	976.5835971465	1.0003068274
1212.1464843750	1211.2777848219	1.0007171762
621.7394409180	621.5149958940	1.0003611257
92.9301223755	90.8967642660	1.0223699724
105.9156112671	102.0894333123	1.0374786874
717.6788330078	717.4454760426	1.0003252609
498.5134887695	496.6293455560	1.0037938620
686.2233276367	685.7912844986	1.0006299922
50.4593734741	45.5302089371	1.1082614082
5332.7670898438	5332.5750153752	1.0000360191
282.3045959473	280.9058930849	1.0049792578
1284.0489501953	1283.5475352287	1.0003906478
201.5219573975	201.2189045389	1.0015060854
-10000.0000000000	nan	nan
1779.8223876953	1779.5716480198	1.0001408989
683.6918334961	683.0514013102	1.0009376047
48.1721229553	40.0488994296	1.2028326281
80.9622268677	77.4823187279	1.0449122870
699.2308959961	698.5220358458	1.0010148000
-10000.0000000000	nan	nan
1332.0700683594	1332.0093893342	1.0000455545
101.7486190796	100.1248726257	1.0162172137
-10000.0000000000	nan	nan
82.6248092651	80.5516072610	1.0257375622
1365.9064941406	1365.8508180363	1.0000407629
71.8595352173	70.2104774398	1.0234873460
-10000.0000000000	nan	nan
629.4411621094	628.6121031355	1.0013188721
70.2552108765	65.6619910205	1.0699524913
214.7550659180	213.8374836424	1.0042910263
-10000.0000000000	nan	nan
249.5853424072	248.5145010749	1.0043089692
86.7670440674	81.5182588389	1.0643878476
470.3699951172	462.9403774956	1.0160487570
1261.0830078125	1260.1555292759	1.0007360032
399.4824523926	398.0624581450	1.0035672649
458.2095031738	456.5972842804	1.0035309428
88.8778305054	77.6266452552	1.1449397332
623.7537841797	623.6418165659	1.0001795383
79.0047760010	76.2597388649	1.0359958895
549.2378540039	548.7369881700	1.0009127612
-10000.0000000000	nan	nan
160.1065979004	156.2918421034	1.0244079009
387.4686584473	386.4256729458	1.0026990585
466.9373168945	465.9622468627	1.0020925945
473.3408813477	468.9921037907	1.0092726029
1267.6063232422	1266.9443914192	1.0005224632
212.9635925293	212.4342870459	1.0024916198
121.0466766357	114.8767450464	1.0537091435
-10000.0000000000	nan	nan
1386.0771484375	1385.9398111448	1.0000990933
526.3638916016	526.0023525605	1.0006873335
-10000.0000000000	nan	nan
949.1678466797	948.9700874282	1.0002083936
47.1630592346	43.2245425857	1.0911176016
1181.1221923828	1181.0579003640	1.0000544360
201.7926483154	201.2752220565	1.0025707400
684.5621948242	682.8467255740	1.0025122318
912.3122558594	911.4833532145	1.0009093997
1370.8140869141	1370.6600554296	1.0001123776
3123.7299804688	3123.5343014279	1.0000626467
1347.8780517578	1347.6005398202	1.0002059304
1249.5073242188	1249.3761697128	1.0001049760
2087.5773925781	2086.8049094658	1.0003701751
-10000.0000000000	nan	nan
637.4301757812	637.1915224802	1.0003745394
38.7446479797	35.2475943378	1.0992139664
302.6879577637	302.3840515191	1.0010050340
1016.4349975586	1016.0850502530	1.0003444075
284.2368164062	282.5313774346	1.0060362817
549.5210571289	549.0925512805	1.0007803891
614.8599853516	614.0568460938	1.0013079233
